Mutant, System, Mutation Operator, Human-Fail, Branch-Fail, Default-Fail, Human-Error, Branch-Error, Default-Error,result
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_LOI_9,commonsCompress,LOI,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ODL_27,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ODL_42,commonsCompress,ODL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ODL_43,commonsCompress,ODL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ODL_44,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ODL_45,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_16,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_17,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_19,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_2,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_25,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_27,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_29,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_37,commonsCompress,ROR,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_38,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_39,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_4,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_40,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_41,commonsCompress,ROR,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_42,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_44,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_45,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_48,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_49,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_6,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_ROR_8,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_13,commonsCompress,SDL,1,0,0,1,1,1,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_14,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_16,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_17,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_19,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_22,commonsCompress,SDL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_26,commonsCompress,SDL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_29,commonsCompress,SDL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_3,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_31,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_32,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_34,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_35,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_36,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_37,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_38,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_4,commonsCompress,SDL,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_40,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_41,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_org.apache.commons.compress.archivers.ar.ArArchiveEntry_getNextArEntry()_SDL_42,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_void_close()_COD_1,commonsCompress,COD,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_void_close()_ODL_66,commonsCompress,ODL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_void_close()_SDL_65,commonsCompress,SDL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveInputStream_void_close()_SDL_68,commonsCompress,SDL,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIS_31,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIS_33,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIU_11,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIU_6,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIU_7,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AOIU_9,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AORB_5,commonsCompress,AORB,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AORB_6,commonsCompress,AORB,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AORB_7,commonsCompress,AORB,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_AORB_8,commonsCompress,AORB,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_COI_11,commonsCompress,COI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_COI_12,commonsCompress,COI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_LOI_11,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_LOI_14,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_LOI_7,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_LOI_8,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_LOI_9,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ODL_20,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ODL_21,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_18,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_19,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_20,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_23,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_24,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_25,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_26,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_ROR_27,commonsCompress,ROR,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_SDL_31,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_SDL_32,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_SDL_34,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_SDL_37,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_VDL_7,commonsCompress,VDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_fill(long:long:char)_VDL_8,commonsCompress,VDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeArchiveHeader()_SDL_3,commonsCompress,SDL,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_49,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_50,commonsCompress,AOIS,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_51,commonsCompress,AOIS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_52,commonsCompress,AOIS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_57,commonsCompress,AOIS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_58,commonsCompress,AOIS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_61,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_62,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_65,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_66,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_69,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_70,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_73,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_74,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_77,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_78,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_81,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIS_82,commonsCompress,AOIS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_13,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_14,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_15,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_16,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_17,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AOIU_18,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AORB_10,commonsCompress,AORB,1,0,0,1,1,1,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AORB_11,commonsCompress,AORB,1,0,0,1,1,1,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AORB_12,commonsCompress,AORB,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_AORB_9,commonsCompress,AORB,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_1,commonsCompress,ASRS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_10,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_11,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_12,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_13,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_14,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_15,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_16,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_17,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_18,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_19,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_2,commonsCompress,ASRS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_20,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_21,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_22,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_23,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_24,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_25,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_26,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_27,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_28,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_3,commonsCompress,ASRS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_4,commonsCompress,ASRS,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_5,commonsCompress,ASRS,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_6,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_7,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_8,commonsCompress,ASRS,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ASRS_9,commonsCompress,ASRS,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_CDL_9,commonsCompress,CDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_13,commonsCompress,COI,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_14,commonsCompress,COI,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_15,commonsCompress,COI,1,1,1,1,1,1,all-detect
