Mutant, System, Mutation Operator, Human-Fail, Branch-Fail, Default-Fail, Human-Error, Branch-Error, Default-Error,result
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ODL_55,jsoup,ODL,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ODL_56,jsoup,ODL,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ODL_61,jsoup,ODL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ODL_62,jsoup,ODL,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ODL_69,jsoup,ODL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_100,jsoup,ROR,1,1,1,0,1,1,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_101,jsoup,ROR,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_102,jsoup,ROR,1,1,1,0,1,1,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_103,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_104,jsoup,ROR,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_105,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_107,jsoup,ROR,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_108,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_109,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_111,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_112,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_113,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_114,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_116,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_118,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_119,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_57,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_58,jsoup,ROR,1,1,1,0,0,1,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_59,jsoup,ROR,1,0,0,1,0,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_60,jsoup,ROR,1,1,1,0,0,1,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_61,jsoup,ROR,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_64,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_65,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_66,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_67,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_68,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_69,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_70,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_71,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_72,jsoup,ROR,1,0,1,1,1,1,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_73,jsoup,ROR,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_74,jsoup,ROR,1,0,1,1,1,1,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_75,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_77,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_78,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_79,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_80,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_81,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_82,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_83,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_84,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_85,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_86,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_87,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_88,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_89,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_90,jsoup,ROR,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_91,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_92,jsoup,ROR,1,1,1,1,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_93,jsoup,ROR,1,0,1,1,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_94,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_95,jsoup,ROR,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_96,jsoup,ROR,1,1,1,1,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_97,jsoup,ROR,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_98,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_ROR_99,jsoup,ROR,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_41,jsoup,SDL,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_42,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_43,jsoup,SDL,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_44,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_47,jsoup,SDL,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_48,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_50,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_51,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_52,jsoup,SDL,1,0,0,1,1,1,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_SDL_55,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_VDL_34,jsoup,VDL,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_int_nextIndexOf(java.lang.CharSequence)_VDL_35,jsoup,VDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_57,jsoup,AOIS,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_58,jsoup,AOIS,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_59,jsoup,AOIS,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_60,jsoup,AOIS,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_61,jsoup,AOIS,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AOIS_62,jsoup,AOIS,1,1,1,1,1,1,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AORB_10,jsoup,AORB,1,1,1,1,1,1,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AORB_11,jsoup,AORB,1,1,1,1,1,1,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AORB_12,jsoup,AORB,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_AORB_9,jsoup,AORB,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_LOI_19,jsoup,LOI,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_ODL_16,jsoup,ODL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_ODL_17,jsoup,ODL,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_int_pos()_SDL_18,jsoup,SDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_VDL_10,jsoup,VDL,1,1,1,0,0,0,all-detect
org.jsoup.parser.CharacterReader_int_pos()_VDL_9,jsoup,VDL,1,0,1,0,0,0,human-and-multiobjective
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_AOIS_349,jsoup,AOIS,1,1,0,1,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_AORB_43,jsoup,AORB,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_LOI_111,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_ROR_196,jsoup,ROR,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_SDL_81,jsoup,SDL,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeData()_SDL_83,jsoup,SDL,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_573,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_574,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_575,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_576,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_577,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_578,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_579,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_580,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_581,jsoup,AOIS,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_582,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_583,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_585,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_586,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_587,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_588,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_589,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AOIS_590,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AORB_65,jsoup,AORB,1,1,0,1,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AORB_66,jsoup,AORB,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AORB_67,jsoup,AORB,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_AORB_68,jsoup,AORB,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_185,jsoup,LOI,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_186,jsoup,LOI,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_187,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_188,jsoup,LOI,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_190,jsoup,LOI,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_LOI_192,jsoup,LOI,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeDigitSequence()_SDL_128,jsoup,SDL,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_527,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_528,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_529,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_530,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_531,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_532,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_534,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_536,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_537,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_539,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_540,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_541,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_542,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_543,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_544,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_545,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_546,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_547,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_548,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_549,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_550,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_551,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_552,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_553,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_554,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_555,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_556,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_557,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_558,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_559,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AOIS_560,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AORB_61,jsoup,AORB,1,1,0,1,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AORB_62,jsoup,AORB,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AORB_63,jsoup,AORB,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_AORB_64,jsoup,AORB,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_171,jsoup,LOI,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_172,jsoup,LOI,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_173,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_174,jsoup,LOI,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_175,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_176,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_177,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_178,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_180,jsoup,LOI,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_LOI_182,jsoup,LOI,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeHexSequence()_SDL_120,jsoup,SDL,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_437,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_438,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_444,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_446,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_447,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_449,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_451,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_453,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_455,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_457,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_459,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_460,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_461,jsoup,AOIS,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_462,jsoup,AOIS,1,1,0,0,1,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_463,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AOIS_464,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AORB_54,jsoup,AORB,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_AORB_55,jsoup,AORB,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_142,jsoup,LOI,1,0,0,1,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_143,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_144,jsoup,LOI,1,0,0,0,1,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_145,jsoup,LOI,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_146,jsoup,LOI,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_147,jsoup,LOI,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_LOI_149,jsoup,LOI,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterSequence()_SDL_98,jsoup,SDL,1,1,0,0,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_477,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_478,jsoup,AOIS,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_479,jsoup,AOIS,1,0,0,0,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_480,jsoup,AOIS,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_481,jsoup,AOIS,1,0,0,1,0,0,only-human
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_482,jsoup,AOIS,1,1,0,1,0,0,human-and-branch
org.jsoup.parser.CharacterReader_java.lang.String_consumeLetterThenDigitSequence()_AOIS_484,jsoup,AOIS,1,1,0,1,0,0,human-and-branch
